Oslo;Sommerdekk;CO0313207;20;2482;Continental;EcoContact 6 ContiSeal R;195;60;18;EU:A-B-72dB(B);96;H;20
Oslo;M+S Pigg;ANT6959585835962;20;1188;Antares;Grip 60 ice;185;65;15;EU:;88;T;20
Oslo;Sommerdekk;NE13792;20;1799;Nexen;Roadian CT8;195;60;16;EU:D-B-69dB(A);99;H;20
Oslo;M+S Pigg;ANT6959585835931;20;1888;Antares;Grip 60 ice;225;60;17;EU:;99;T;20
Jæren;Alufelger;SEZEPF54-14S22M;20;1536;Sento;Zeta  7";6;130;16;Silver (1250 Kg), tilpasset bolter på 45 mm;ET54;84.1;0
Oslo;Alufelger;PHETNH43-0S12S-A;4;1743;PH Edition II;Turbin 8,5";5;108;19;Silver (900 Kg) Avmontert;ET43;65,1;0
Tønsberg;MC dekk;MZ2704000;11;4690;Metzeler;ME 888 Marathon Ultra;200;60;16;Rear TL Custom;79;V;16
Kristiansand;Alufelger;ALCADX2-80950B82-6;20;3450;Alutec;ADX.02 8";5;114;19;Diamond Black (735 Kg);ET50;70,1;0
Tønsberg;Alufelger;ALCGR75850MG22-7;20;2485;Alutec;Grip 7.5";5;120;18;Graphite (740 Kg);ET50;67,1;0
Kristiansand;Sommerdekk;MI709354-15;1;2352;Michelin;Latitude Cross;215;60;17;Tilbud DOT2015;100;H;20
Tønsberg;M+S Pigg;GO580465;2;4987;Goodyear;Ultragrip Arctic 2 Suv;285;45;19;EU:;111;T;20
Oslo;Alufelger;PHETZ10935-0S10T;16;2950;PH Edition II;Turbin 10";5;120;21;Silver (900 Kg);ET35;64,1;0
Oslo;M+S;WF6970004908388;1;1322;Windforce;Snowblazer MAX;185;80;14;EU:D-C-72dB(B);102;R;20
Oslo;Sommerdekk;ANTAAH6563;8;2366;Antares;SMT A7;265;50;20;EU:;111;S;20
Trondheim;M+S;GO579424;1;4953;Goodyear;Ultragrip Ice Suv Gen-1;275;45;21;EU:B-D-72dB(B);110;T;20
Oslo;M+S;YOR2820;1;3877;Yokohama;iceGUARD iG60A;255;35;19;EU:D-E-71dB(B);96;Q;20
Oslo;M+S;GRI9082807;10;5466;Gripmax;SureGrip Pro Winter;315;35;22;EU:C-A-74dB(B);111;V;20
Bergen;Sommerdekk;ANTAB061U;20;888;Antares;SU-830;165;80;13;EU:D-D-72dB(B);94;S;20
Oslo;M+S;GRI9056222;6;3400;Gripmax;SureGrip Pro Winter;255;40;21;EU:D-A-72dB(B);102;V;20
Tønsberg;M+S;GO588377;18;3009;Goodyear;Ultragrip Ice 3;235;60;18;EU:B-E-70dB(B);107;T;20
Oslo;M+S;GRI6996779121166;4;3333;Gripmax;Stature M/S;315;35;20;EU:C-C-72dB(B);110;V;20
Oslo;Traktordekk;ALL47000005;3;9485;Alliance;Agristar II 70;420;70;24;TL;130;D;500
Jæren;Alufelger;PHET85T848-0G13M;14;2515;PH Edition II;Turbin 8,5";5;112;20;Gun Metal (900 Kg);ET48;66,6;0
Kristiansand;Sommerdekk;GO581731;12;2243;Goodyear;Efficientgrip 2 Suv;225;65;17;EU:C-A-71dB(B);106;V;20
Kristiansand;M+S Pigg;GO580431;2;4745;Goodyear;Ultragrip Arctic 2 Suv;255;45;20;EU:;105;T;20
Oslo;Sommerdekk;CP590200;2;1674;Cooper;Zeon CS8;205;45;17;EU:D-A-70dB(B);88;W;20
Oslo;Sommerdekk;CP590174;1;1658;Cooper;Zeon CS8;215;45;16;EU:D-A-70dB(B);90;V;20
Oslo;Sommerdekk;CP590669;1;2464;Cooper;Zeon 4XS Sport;255;50;19;EU:C-A-71dB(B);107;Y;20
Oslo;Traktordekk;TL122047;3;21895;Tianli;R1W AG Radial;600;65;34;TL;151;D;625
Oslo;M+S;CP590373-UP;1;1978;Cooper;Weathermaster WSC U/P;245;70;16;EU:C-C-72dB(B);107;T;20
Oslo;Sommerdekk;VR8714692341670;20;2133;Vredestein;Comtrac 2;205;65;16;EU:D-B-71dB(B);107;T;20
Oslo;Sommerdekk;YOE4527;12;3588;Yokohama;Geolandar  A/T (G015);285;75;17;EU:E-C-73dB(B);121;S;20
Jæren;M+S;MNMW016107;14;2066;Minerva;Frostrack Van;225;55;17;EU:D-B-72dB(B);109;H;20
Oslo;Sommerdekk;NAJB248;1;1247;Nankang;NS-2;195;60;13;EU:F-C-71dB;83;H;20
Oslo;M+S;VR8714692352119;1;2766;Vredestein;Wintrac Pro;235;55;17;EU:C-B-72dB(B);103;V;20
Oslo;M+S;CP590516;1;2444;Cooper;Weathermaster Ice 100;235;45;18;EU:D-E-72dB(B);94;T;20
Oslo;M+S;GRI9056129;2;3599;Gripmax;SureGrip Pro Winter;275;45;21;EU:C-A-72dB(B);110;V;20
Oslo;M+S;MX502312;1;3622;Maxxis;Presa Suv SS-01;265;50;19;EU:C-D-72dB(B);110;Q;20
Oslo;Sommerdekk;WF6970004901570;20;3099;Windforce;Catchfors A/T II;275;70;18;EU:;125;R;20
Oslo;Sommerdekk;GRI6972435762409;10;3800;Gripmax;Mud Rage R/T MAX;275;55;20;POR | No EU Label;120;Q;20
Oslo;Sommerdekk;TXTX3R1901;20;1666;Tracmax;X-privilo TX3;225;30;19;EU:C-B-69dB(A);84;Y;20
Oslo;Sommerdekk;WL6938112602765;8;2388;Westlake;SL369 AT;275;55;20;EU:D-D-72dB(B);113;S;20
Kristiansand;M+S;GRI6996779121166;9;3333;Gripmax;Stature M/S;315;35;20;EU:C-C-72dB(B);110;V;20
Narvik;Sommerdekk;MNMV863;20;1422;Minerva;F205;225;50;17;EU:C-B-71dB(B);98;Y;20
Oslo;Sommerdekk;YOR4213;18;5288;Yokohama;Advan Sport V105;315;25;23;EU:D-A-72dB(A);102;Y;20
Bergen;Sommerdekk;LL221023882;4;1399;Linglong;Sport Master;235;45;17;EU:C-A-69dB(A);97;Y;20
Oslo;Sommerdekk;WF6970004903420;20;2555;Windforce;Catchfors A/T II;265;70;17;EU:D-B-72db(B);121;R;20
Oslo;M+S;CONDCO453127SE;8;2504;Continental;VanContact Winter;245;75;16;Tilbud DOT 2022;120;R;20
Oslo;Sommerdekk;NAEB180;1;4620;Nankang;FT-9;37;12.5;15;EU:;118;L;20
Trondheim;ATV-dekk;OB08270914;18;1896;OBOR;Vulture;27;9;14;TL Pr.6 (E4) P3108;67;J;16
Bergen;Sommerdekk;MNMV015872;4;1633;Minerva;Transport RF19;205;75;16;EU:C-C-71dB(B);113;R;20
Tønsberg;Alufelger;PHEMIA845-13G5S;20;2055;PH Edition II;Miles 8";5;112;18;Gun Metal (810 Kg);ET45;57,1;0
Oslo;Sommerdekk;PI3519000-21;16;2666;Pirelli;Scorpion;235;60;18;Dot 2021;103;T;20
Tønsberg;Alufelger;PHEMIA85856-13G5S;20;2130;PH Edition II;Miles 8,5";5;112;18;Gun Metal (845 Kg);ET56;57,1;0
Oslo;Sommerdekk;MNMV991;20;1388;Minerva;F205;225;35;19;EU:C-B-71dB(B);88;Y;20
Oslo;Sommerdekk;MNMV556;20;1766;Minerva;F105;245;30;20;EU:C-C-71dB(B);95;W;20
Oslo;Sommerdekk;LXST302430010;16;2811;Lexani;LX-Thirty;275;30;24;EU:C-C-73dB(B);101;W;20
Jæren;Traktordekk;ALL37200011;10;36535;Alliance;372 Agriflex+ VF;650;60;38;TL;173;D;625
Oslo;M+S;AR6938628270847;20;1144;Arivo;Winmaster ARW 2;195;55;15;EU:D-C-69dB(B);85;V;20
Oslo;Sommerdekk;CO0312805;20;2171;Continental;EcoContact 6;205;55;17;EU:A-A-71dB(B);91;V;20
Oslo;Sommerdekk;CO0358679;20;4351;Continental;EcoContact 6 VOL;245;35;21;EU:B-A-72dB(B);96;W;20
Jæren;Traktordekk;ALL30304104;10;3128;Alliance;303 FarmPRO;11;80;16;TT Pr.8;118;A6;20
Oslo;Alufelger;MOWQEA80842514L;11;3039;MOMO;Quantum EVO 8";5;114;18;Matt Anthracite Polished (750 Kg);ET42;72,3;0
Kristiansand;Sommerdekk;CP589869;8;2774;Cooper;Cobra G/T;255;60;15;No EU Label;102;T;20
Tønsberg;Sommerdekk;CP589988;1;5792;Cooper;Discoverer S/T MAXX™ P.O.R.;305;55;20;(Professional Off-Road);121;Q;20
Oslo;Sommerdekk;MNMV593;1;1488;Minerva;F205;225;35;20;EU:C-B-71dB(B);90;Y;20
Tønsberg;Tilhenger og AW -dekk;ALL32012116;1;5111;Alliance;320 Value Plus;400;60;15.5;TL Pr.20;;;20
Oslo;Sommerdekk;CP5190492;3;1979;Cooper;Zeon 4XS Sport;235;65;17;EU:C-A-70dB;108;V;20
Oslo;Sommerdekk;2ERM586F;2;1329;Roadmarch;Ecopro 99;225;60;16;EU:C-C-68dB(B);102;V;20
Oslo;Alufelger;MOWSHM8503512S;20;4850;MOMO;Stealth 8,5";5;112;20;Mag-Matt Anthracite Polished (750 Kg);ET35;79,6;0
Oslo;Sommerdekk;MNMV910;2;1466;Minerva;EcoSpeed2 SUV;225;70;16;EU:C-C-71dB(B);103;V;20
Oslo;Sommerdekk;SUP267018;4;1866;Superia;RS800;265;70;18;EU:E-B-72dB;114;H;20
Oslo;Sommerdekk;EC6953913152400;1;2181;Ecovision;VI-286AT;265;70;17;EU:D-D-72dB(B);115;T;20
Tønsberg;Sommerdekk;BF117414;4;3173;BF Goodrich;Radial T/A;235;60;14;EU:;96;S;20
Oslo;Sommerdekk;LXST202435010;20;3639;Lexani;LX-Twenty;275;35;24;EU:B-C-73dB(B);106;W;20
Jæren;Sommerdekk;FA352593;20;2855;Falken;Azenis FK520;235;40;19;EU:C-A-70dB(B);96;Y;20
Oslo;Sommerdekk;MNMV588;17;1966;Minerva;F205;255;45;19;EU:C-B-71dB(B);104;Y;20
Oslo;Traktordekk;DU2619;9;1113;Duro;HF-252B;6;80;12;TT Pr.4;;;20
Oslo;M+S;GO580071;1;4102;Goodyear;Ultragrip Ice 2+;235;35;20;EU:C-D-72dB(B);92;T;20
Kristiansand;Sommerdekk;L-MIL-MI64907616;2;3410;Michelin;Latitude Sport;275;45;21;Tilbud DOT 2016 EU:C-E-73dB;110;Y;20
Oslo;Alufelger;PHESA848-0S13M;2;1775;PH Edition II;Split II 8";5;112;18;Silver (690 Kg);ET48;66,6;0
Oslo;Sommerdekk;SV3220015131;20;2322;Sailun;Atrezzo ZSR2;275;30;20;EU:B-A-69dB(A);97;Y;20
Oslo;Sommerdekk;SV3220015127;20;2044;Sailun;Atrezzo ZSR2;245;35;20;EU:B-A-69dB(A);95;Y;20
Jæren;M+S;MI854750;2;3507;Michelin;X-Ice Snow Suv;245;65;17;EU:B-E-71dB(B);111;T;20
Oslo;Sommerdekk;GRI8859291438700;8;4244;Gripmax;SureGrip Pro Sport;305;25;21;EU:D-A-75dB(B);98;Y;20
Oslo;Traktordekk;OZKR6528600;2;15995;Ozka;Agrö10;600;65;28;TL;154;D;500
Oslo;M+S Pigg;SV4200000441;2;2922;Sailun;Ice Blazer WST3;275;65;18;EU:;116;T;20
Oslo;ATV-dekk;WD3006271112;8;2223;Wanda;P3006;27;11;12;TL Pr.6 (E4);76;J;16
Kristiansand;M+S;SV3220006502;10;2222;Sailun;Ice Blazer WST3 UP;255;65;17;EU:C-D-73dB(B);114;T;20
Bergen;M+S;ANT6959585821880;2;1500;Antares;Grip 20;215;70;16;EU:C-D-72dB(B);100;S;20
Oslo;Sommerdekk;NOTS41747;1;1958;Nokian;Hakka C Van;215;60;16;EU:;108;R;20
Oslo;Sommerdekk;VR871469227339116;1;932;Vredestein;Sportrac 5;185;55;14;Tilbud DOT 24-2016 EU:E-B-70dB;80;H;20
Oslo;ATV-dekk;DU251012-2014;6;1603;Duro;DI-2014 Top Fighter;25;10;12;TL Pr.6;50;N;16
Oslo;ATV-dekk;DU281012;1;2378;Duro;DI-2010 Buffalo;28;10;12;TL Pr.6 Utgår fra sortiment;57;N;16
Oslo;M+S;ANT6959585821811;11;944;Antares;Grip 20;165;70;14;EU:D-D-71dB(B);81;T;20
Bergen;M+S;YOR2814;17;1244;Yokohama;iceGUARD iG60;165;65;15;EU:D-E-71dB(B);81;Q;20
Oslo;M+S;FA351228;1;2400;Falken;Winterpeak F-Snow 1;215;50;17;EU:D-D-71dB(B);95;T;20
Oslo;Alufelger;TSW1895NUR405120G76;8;5039;TSW;Nurburgring 9,5";5;120;18;Matte Gunmetal (613 Kg);ET40;76;0
Kristiansand;M+S;SV3220011515;8;2511;Sailun;Ice Blazer Arctic Evo;245;50;20;EU:C-E-72dB(B);102;H;20
Oslo;M+S;CO0344842;1;2617;Continental;ContiVikingContact 6;235;55;18;EU:C-F-72dB;104;T;20
Kristiansand;M+S;SV3220012084;12;1822;Sailun;Ice Blazer Alpine Evo 1;235;35;19;EU:E-B-72dB(B);91;W;20
Kristiansand;M+S;SV3220019689;2;3122;Sailun;Ice Blazer Arctic EVO;305;40;20;EU:;112;T;20
Kristiansand;M+S;SV3220012081;8;1999;Sailun;Ice Blazer Alpine Evo 1;255;45;18;EU:D-B-72dB(B);103;V;20
Oslo;Sommerdekk;FA357285;18;1966;Falken;e.Ziex;205;45;17;EU:B-A-71dB(B);88;V;20
Kristiansand;M+S;SV3220019305;20;1966;Sailun;Endure WSL1;225;55;17;EU:;109;T;20
Bergen;Sommerdekk;SV3220010778;20;833;Sailun;Atrezzo Elite;145;65;15;EU:D-B-70dB(B);72;T;20
Narvik;Alufelger;PHET75NH45-0G11S;7;2245;PH Edition II;Turbin 7,5";5;108;19;Gun Metal (895 Kg);ET45;63,4;0
Oslo;Sommerdekk;SV3220002632;1;1948;Sailun;Atrezzo ZSR;255;35;20;EU:E-B-71dB;97;W;20
Trondheim;M+S;CO0345732;20;2323;Continental;VikingContact 8;195;55;16;EU:A-D-69dB(A);91;T;20
Trondheim;M+S;MI812083;5;2971;Michelin;X-Ice Snow;225;45;17;EU:C-E-69dB(A);94;H;20
Tønsberg;MC dekk;MI104696;7;606;Michelin;S83;100;90;10;Front/Rear TL/TT;56;J;16
Oslo;MC dekk;CO02100020000;2;474;Continental;ContiClassic;3;80;10;Front/Rear TT;50;J;16
Tønsberg;Sommerdekk;PI2741200;4;7188;Pirelli;P-Zero (PZ4) NA0 S.C.;295;35;20;EU:D-A-73dB(B);101;Y;20
Bergen;Sommerdekk;MI941925;1;2550;Michelin;Primacy 4+;205;55;19;EU:B-A-70dB(B);97;V;20
Narvik;Traktordekk;VR8714692276958;1;18999;Vredestein;Traxion+;520;70;38;TL;150;D;625
Tønsberg;Sommerdekk;GO581441;4;3619;Goodyear;Eagle F1 Supersport;225;40;20;EU:D-A-72dB(B);94;Y;20
Trondheim;Alufelger;PHEAAS35-TG9S;20;1495;PH Edition II;Avia 8";5;114;18;Gun Metal (762 Kg),OBS tilpasset muttere med flatt anlegg;ET35;60.1;0
Oslo;M+S Pigg;WL03010436401A2E770301;20;1922;Westlake;Icemaster Spike Z-506;225;40;18;204 pigger;92;T;20
Oslo;Sommerdekk;CO0358151;6;3735;Continental;PremiumContact 6 AO;255;50;20;EU:B-A-73dB(B);109;H;20
Bergen;Sommerdekk;MI215873;5;2433;Michelin;E Primacy S1;195;60;18;EU:A-A-68dB(A);96;H;20
Oslo;M+S Pigg;ANT6959585841765;1;1833;Antares;Grip 60 ice;215;55;17;EU:;98;T;20
Trondheim;Sommerdekk;SV3220010154;4;1722;Sailun;Atrezzo ZSR;255;45;18;EU:C-B-72dB(B);103;Y;20
Oslo;M+S Pigg;CO0349136;20;4729;Continental;IceContact 3;235;50;20;EU:;104;T;20
Trondheim;Sommerdekk;SV3220010159;8;1511;Sailun;Atrezzo ZSR;215;35;17;EU:D-B-71dB(B);83;Y;20
Kristiansand;Alufelger;ALCIKE75738B67-9;4;2465;Alutec;Ikenu 7.5";5;112;17;Metal Grey (760 Kg);ET38;66,6;0
Trondheim;Sommerdekk;SV3220010780;20;922;Sailun;Atrezzo Eco;165;65;15;EU:D-B-70dB(B);81;H;20
Trondheim;Sommerdekk;SV3220001829;5;1600;Sailun;Terramax CVR;215;70;16;EU:D-D-71dB(B);100;H;20
Jæren;Sommerdekk;WL6938112620424;20;1355;Westlake;ZuperEco Z-107;225;55;17;EU:C-B-72dB(B);101;W;20
Trondheim;Sommerdekk;SV3220010725;6;1588;Sailun;Atrezzo Elite;215;55;18;EU:B-B-70dB(B);99;V;20
Oslo;M+S Pigg;SV4200000247;7;2077;Sailun;Ice Blazer WST3;225;55;18;EU:;102;T;20
Kristiansand;Sommerdekk;CP589965;8;3376;Cooper;Discoverer S/T MAXX™ P.O.R.;235;80;17;(Professional Off-Road);120;Q;20
Oslo;Sommerdekk;CP590207;2;4591;Cooper;Discoverer S/T MAXX™ P.O.R.;265;60;18;(Professional Off-Road);119;Q;20
Oslo;Sommerdekk;CP590275;2;3978;Cooper;Discoverer STT PRO™ P.O.R.;315;75;16;(Professional Off-Road);127;K;20
Oslo;Sommerdekk;EC6953913152363;5;1733;Ecovision;VI-286AT;245;70;16;EU:D-D-71dB(B);107;T;20
Oslo;M+S;LL221013402;1;1377;Linglong;G-M W ICE I-15 SUV;205;70;15;EU:D-D-72dB(B);96;T;20
Oslo;Sommerdekk;VR8714692328084;1;2188;Vredestein;Ultrac Satin;215;45;18;EU:C-B-71dB(B);93;Y;20
Oslo;Sommerdekk;VR8714692505263;1;1322;Vredestein;Ultrac;185;65;15;EU:C-A-69dB(B);88;H;20
Oslo;Sommerdekk;MKMH6526U;8;3177;Maxtrek;SU800 A/T;33;12.5;20;EU:;114;S;20
Oslo;M+S;TUTR336;8;1688;Tourador;Winter PRO TSS1;225;60;17;EU:D-C-72dB(B);99;T;20
Oslo;M+S;GRI9054730;16;2800;Gripmax;SureGrip Pro Winter;255;45;19;EU:D-A-72dB(B);104;V;20
Oslo;M+S;VIK1553481-16;2;900;Viking;SnowTech II;165;65;15;Tilbud DOT 31-2016;81;T;20
Oslo;Sommerdekk;CP590061;20;5591;Cooper;Discoverer STT PRO™ P.O.R.;37;13.5;17;(Professional Off-Road);121;Q;20
Narvik;Sommerdekk;SV3220006751;2;2233;Sailun;Atrezzo ZSR SUV;265;50;19;EU:C-B-72dB(B);110;Y;20
Oslo;Sommerdekk;CP590169;16;1210;Cooper;Zeon CS8;185;55;15;EU:D-A-69dB(B);82;V;20
Oslo;Sommerdekk;CP590639;3;1840;Cooper;Zeon 4XS Sport;235;60;16;EU:D-A-70dB(B);100;H;20
Oslo;M+S Pigg;WL03010462701CME770301;3;1411;Westlake;Icemaster Spike Z-506;195;55;16;204 pigger;87;T;20
Oslo;M+S;CP590541;10;1933;Cooper;Weathermaster Ice 100;225;60;16;EU:D-E-72dB(B);98;T;20
Oslo;M+S Pigg;VR8714692335846;1;2500;Vredestein;Wintrac Ice;215;50;17;EU:;95;T;20
Oslo;Sommerdekk;TUTR052;1;1111;Tourador;X Wonder TH1;205;70;14;EU:C-B-71dB(B);95;T;20
Oslo;Sommerdekk;NAJC760;1;2192;Nankang;AS-2+;245;45;16;;94;W;20
Oslo;Sommerdekk;LL221023783;2;1522;Linglong;Grip Master C/S;215;70;16;EU:C-A-68dB(A);100;H;20
Oslo;Sommerdekk;VR8714692327964;20;1655;Vredestein;Ultrac Satin;225;40;18;EU:D-B-71dB(B);92;Y;20
Oslo;Sommerdekk;DN223020;20;1575;Durun;M626;225;30;20;EU:D-D-72dB(B);85;W;20
Oslo;Sommerdekk;FEB6AK7AFE;5;1322;Federal;Evoluzion ST-1;215;45;17;EU:D-C-70dB(B);91;Y;20
Oslo;Sommerdekk;T235020850;20;2444;Atturo;AZ850;235;40;20;EU:C-C-72dB;96;Y;20
Jæren;MC dekk;WD2042517;1;280;Wanda;P204 Classic;2.5;80;17;Front/Rear TT Pr.6;43;P;16
Oslo;M+S Pigg;LL221021997;20;2311;Linglong;G-M W G VAN 2;225;75;16;(118 pigger);121;R;20
Oslo;Sommerdekk;VIT6970312161222;3;1486;Vitour;Galaxy R1 WSW 28mm;205;70;15;EU:E-B-71dB;96;H;20
Oslo;M+S;FA329212;19;1255;Falken;Espia EPZ2;165;70;13;EU:D-E-71dB(B);79;R;20
Oslo;Sommerdekk;WF6970004908463;2;1457;Windforce;Catchfors H/T;225;60;17;EU:D-B-72dB(B);103;V;20
Oslo;M+S;NOTF00050;8;5765;Nokian;Hakkapeliitta R5 EV;285;40;21;EU:B-D-72dB(A);109;T;20
Oslo;Sommerdekk;WF6970004908692;20;3366;Windforce;Catchfors A/T II;33;12.5;18;EU:;118;R;20
Bergen;M+S;CO0344973;6;1440;Continental;VikingContact 7;145;65;15;EU:C-D-71dB(B);72;T;20
Bergen;M+S;CO0344977;12;1852;Continental;VikingContact 7;175;55;15;EU:C-D-71dB(B);77;T;20
Oslo;Sommerdekk;MNMV872;17;1341;Minerva;F205;215;45;18;EU:C-B-71dB(B);93;Y;20
Oslo;Sommerdekk;WF6970004908517;14;1833;Windforce;Catchfors H/T;255;65;16;EU:D-B-72dB(B);109;H;20
Jæren;Traktordekk;ALL48500022;2;5896;Alliance;Agristar II 85;320;85;20;TL;119;D;100
Oslo;Sommerdekk;LXST202230020;7;2074;Lexani;LX-Twenty;235;30;22;Tilbud DOT 2016;90;W;20
Oslo;Sommerdekk;FEB6BL9AFE;1;1855;Federal;Evoluzion ST-1;225;40;19;EU:D-C-70dB(B);93;Y;20
Oslo;Sommerdekk;LXST20242502016;10;3211;Lexani;LX-Twenty;295;25;24;Tilbud DOT 2016;102;W;20
Oslo;ATV-dekk;WD3062411104;1;1699;Wanda;P306 A/T Master;24;11;10;TL Pr.4 (E4);47;J;16
Oslo;Sommerdekk;PI3746300-19;8;4055;Pirelli;Scorpion Zero All Season LR;255;65;19;Dot 2019;114;V;20
Oslo;Sommerdekk;MNMV861;20;1299;Minerva;F205;215;50;17;EU:C-B-71dB(B);95;W;20
Oslo;Sommerdekk;CPS350214;1;1322;Cooper;Zeon CS8;205;55;16;EU:D-A-70dB(B);91;W;20
Kristiansand;M+S;CO0345476;2;3133;Continental;VikingContact 8;215;50;17;EU:B-D-69dB(A);95;H;20
Oslo;Sommerdekk;TCE2253020;8;1575;TriAce;Formula-1;225;30;20;EU:C-E-72dB;85;W;20
Oslo;M+S;YOR7382;1;2853;Yokohama;iceGUARD iG53;215;50;19;EU:C-E-72dB(B);93;T;20
Narvik;ATV-dekk;WD3035261112;3;2231;Wanda;P3035;26;11;12;TL Pr.6 (E4);72;J;16
Oslo;M+S;YOR8322;20;3345;Yokohama;iceGUARD iG53;245;50;19;EU:C-E-72dB(B);105;H;20
Oslo;Sommerdekk;OV6953913153605;1;944;Ovation;V-02;175;70;14;EU:E-C-72dB;95;S;20
Oslo;M+S Pigg;YOR8485;4;4273;Yokohama;IceGuard IG65;265;50;22;EU:;112;T;20
Oslo;M+S Pigg;YOR6792;2;3121;Yokohama;IceGuard IG65;265;45;20;EU:;104;T;20
Oslo;Alufelger;CMSC237574810DRB;1;2985;CMS;C23 7.5";5;114;17;Diamond Rim Black Gloss (725 Kg);ET48;67,1;0
Oslo;Sommerdekk;WF6970004901389;5;1699;Windforce;Catchfors UHP;245;30;20;EU:D-C-72dB(B);97;Y;20
Oslo;M+S;YOR5447;14;2049;Yokohama;iceGUARD iG53;215;55;16;EU:C-E-72dB(B);97;H;20
Oslo;Sommerdekk;MNMV685;9;1003;Minerva;209;145;60;13;EU:D-C-70dB(B);66;T;20
Oslo;Sommerdekk;OV6953913153827;20;1055;Ovation;VI-682;205;60;14;EU:D-C-71dB(B);88;H;20
Trondheim;Sommerdekk;GO587229;4;4011;Goodyear;Wrangler Duratrac Rt;265;60;18;EU:;119;Q;20
Tønsberg;Alufelger;PHEMI85940-0BP10T;16;2450;PH Edition II;Miles 8,5";5;120;20;Black Polished (901 Kg);ET40;64,1;0
Bergen;M+S;FA351224;20;2322;Falken;Winterpeak F-Snow 1;215;55;17;EU:D-D-71dB(B);98;T;20
Oslo;Sommerdekk;SV3220005340;6;933;Sailun;Atrezzo Eco;165;55;15;EU:D-B-70dB(B);75;V;20
Oslo;Alufelger;MAKF6560LLGB35LG1X;4;2790;MAK;Apollo 6.5";5;110;16;Gloss Black (700 Kg);ET35;65,1;0
Oslo;Sommerdekk;OV6953913153599;20;733;Ovation;VI-682;135;80;13;EU:D-D-70dB(B);70;T;20
Oslo;Sommerdekk;FE40BG8A;8;2158;Federal;Couragia F/X;225;65;18;EU:D-D-71dB(B);103;H;20
Oslo;Alufelger;SEML847-13S5S;1;1050;Sento;Max 6";5;112;15;Silver (615 Kg);ET43;57,1;0
Oslo;Alufelger;PHESN820-14S13S;20;2279;PH Edition II;Split II 8.5";5;112;19;Silver (690 kg);ET20;66,6;0
Oslo;Alufelger;MOWQEA9004212SKL;14;4525;MOMO;Quantum EVO 9";5;112;20;Matt Anthracite Polished (790 Kg);ET42;79,6;0
Oslo;Traktordekk;OZKR9046320;1;12352;Ozka;Agrö10;320;90;46;TL;146;A8;625
Oslo;Alufelger;MAKF9020TKGL55VZ1;4;6310;MAK;Trek 9";6;139;20;Gloss Black Mirror Ring (1050 Kg);ET55;95,1;0
Kristiansand;Alufelger;MAKF7080MMMT35FPX;3;3985;MAK;Magma 7";5;114;18;Matt Titan (800 Kg) NORA01113;ET35;60,1;0
Oslo;Alufelger;MOWQEA9003212SKL;8;4525;MOMO;Quantum EVO 9";5;112;20;Matt Anthracite Polished (790 Kg);ET32;79,6;0
Oslo;Alufelger;MAKF8080DDSI39WS2X;1;2575;MAK;Dresden 8";5;112;18;Silver (750 Kg);ET39;66,6;0
Oslo;Traktordekk;SXRM240;1;5590;Starmaxx;TR-120;270;95;32;TL;136;B;625
Oslo;Tilhenger og AW -dekk;VR8714692335549;2;17980;Vredestein;Flotation Trac;600;50;22.5;TL;159;D;100
Jæren;ATV-dekk;WD300627914;18;2019;Wanda;P3006;27;9;14;TL Pr.6 (E4);67;J;16
Jæren;ATV-dekk;WD3006271114;20;2297;Wanda;P3006;27;11;14;TL Pr.6 (E4);74;J;16
Oslo;ATV-dekk;WD2415103026;1;1714;Wanda;P3026B;24;10.5;10;TL Pr.4 (NHS) Turf (290/65-10);94;A3;16
Bergen;M+S;PI4320900;20;2138;Pirelli;Winter Ice Zero Asimmetrico;205;55;16;EU:C-D-69dB(A);94;T;20
Trondheim;MC dekk;MZ3908500;1;1908;Metzeler;Tourance Next;120;70;17;Front TL Trail Road (Honda NC 750 X);58;W;16
Tønsberg;M+S;MNMW346;1;1088;Minerva;Frostrack HP;185;65;15;EU:C-C-70dB(B);92;T;20
Oslo;Alufelger;MD1885MTT325112M66;2;3997;Mandrus;23 8,5";5;112;18;Matte Black (908 Kg);ET32;66,6;0
Oslo;Alufelger;MO5115651638MWP;3;1732;MOMO;Win Pro 6,5";5;115;16;Silver (650 kg);ET38;70,1;0
Trondheim;M+S;WL03010472301I5E830301;2;2177;Westlake;SW628;255;60;18;EU:D-C-73dB(B);112;T;20
Oslo;Alufelger;MOWR21U90035272;7;6654;MOMO;RF-02 9";5;120;20;Blue (900 kg);ET35;72,6;0
Oslo;M+S;KUK2286443;14;2355;Kumho;Wintercraft Ice Wi51;225;45;17;EU:D-D-72dB(B);94;T;20
Jæren;Sommerdekk;FA358169;20;1266;Falken;Ziex ZE320;195;65;15;EU:;91;H;20
Oslo;Alufelger;MOWR22B10025266Z;6;6104;MOMO;RF-02 10";5;112;20;Matt Black Polished (940 Kg);ET25;66,5;0
Kristiansand;M+S;SV3220006985;20;1288;Sailun;IceBlazer Alpine+;195;55;16;EU:D-C-72dB(B);87;H;20
Kristiansand;M+S;SV3220012077;20;1900;Sailun;Ice Blazer Alpine Evo 1;235;50;18;EU:D-B-72dB(B);101;V;20
Kristiansand;Alufelger;MSW19304501GC;4;4730;MSW;40 8.5";5;108;20;Gloss Gun Metal (770 Kg);ET50;73,1;0
